userName,at,content,score,thumbsUpCount
Wilsen Rich,9/26/2025 6:15,Game nya sudah bagus secara keseluruhan dari gameplay nya dan sosial di game nya tapi tolong dong saya main udah hampir 4 tahun lebih tapi kok pas saya main pakai akun saya yang tidak terpakai malah diban tolong untuk pihak ubisoft perbaiki sistem ban nya jangan asal ban,1,16
Fiqri Abdul Aziz,9/26/2025 6:13,#NAME?,1,0
saint cecilia,9/26/2025 6:01,Please fix it when loading.. there must always be a problem.,3,0
Putra Rama,9/26/2025 5:45,"THIS GAME IS SO STUPID I HAVE ONLY PLAYED FOR 10 DAYS AND I AM ALREADY BAN FOR NO CLEAR REASON, THERE IS NO EVIDENCE OF USING A THIRD PARTY. IT'S SO STUPID, I DON'T EVEN KNOW HOW TO USE A THIRD PARTY.",1,0
M u W a _死神 (MuWa),9/26/2025 5:41,"akun saya hilang, bikinnya pas tahun 2019, password nya padahal udah bener tapi tetep salah jadi g bisa pakek akun itu lagi, bruuuh",1,0
Febryan Maulana,9/26/2025 3:28,"I LIKE THIS GAME, BUT PLEASE FIX THE SERVER, IT'S VERY SLOW",5,0
Rafi Ibnu,9/26/2025 2:55,game nya seru saya sudah main mulai tahun 2018 dan saya mulai main pertama game ini tidak terjadi apa apa dan kenapa kemaren akun saya tiba-tiba kena ban padahal saya tidak pernah aneh aneh,2,0
Zidhan Rahmat fauri,9/26/2025 2:49,server busuk,1,0
Higgs Domino Island,9/26/2025 2:18,aku cinta growtopia,5,0
Alfa Riz,9/26/2025 2:16,"Gara gara ini game bang windah hilang 5 juta rupiah, unban dua akun bang windah, kasihan Marcel dia udah grinding selama 2 tahun tapi 12 bgl nya hilang gara gara diban gajelas, 12 bgl setara Ama 5 juta loh baru diban haduh growtopia, orang gasalah apapun diban gadeh, perbaiki server",5,1
ff_ibnu,9/26/2025 1:40,good game but lack of updates for the botting eradication system,5,0
rell,9/26/2025 1:12,"kalian yang rate rendah tolong di ganti plis, ini game ngajarin banyak hal cuy",5,0
Naufal Haidar Putera Syarif,9/26/2025 1:08,habis update bukannya bebagus malah makin susah masuk!,1,0
Elmoby Rizq,9/26/2025 0:49,tolong perbaiki servernya😀,5,0
Osoba Mask,9/26/2025 0:42,server lu benerin kowcag,2,0
Ferry,9/25/2025 23:28,aplikasi ga aman masa akun ku bisa di bobol orang tanpa verifikasi yg bener aja,1,0
Lyk,9/25/2025 23:03,please continue to develop,4,0
Said Halid,9/25/2025 22:51,"game rusak. login aja lama banget nunggunya, pantes game nya g laku.",1,0
MUHAMMAD MAULANA,9/25/2025 22:08,anjjjjjj kada bisaaa logggginnn,1,0
BIFOGA GT,9/25/2025 21:45,update server pls,4,0
LiveryJ Liv,9/25/2025 21:35,buat game ini lebih bagus lagi,5,0
Jahs Jaj,9/25/2025 21:33,sejuta kenangan,5,0
Luqmanul Khakim,9/25/2025 21:01,Update baru sering keluar sendiri,1,4
Srihasna Hasna,9/25/2025 20:42,GAME LAG SUSAH LOGIN,1,0
Rizky Putra,9/25/2025 19:15,tolong lah ini knapa gak bisa login pake data udah coba sgala cara mohon di perbaiki ya,1,1
3150_Hanif Alwan,9/25/2025 18:53,SERVER UPGRADE BROO,1,0
Kk Im2,9/25/2025 18:29,cuan,5,0
Dimas Prasetio,9/25/2025 18:23,servernya tolong lah di fix lagi,2,0
Vareal VK Vk,9/25/2025 17:01,Unban Blazingawm1 pls Good server ever,1,0
Alvaro Varo,9/25/2025 16:52,"Dear Ubisoft, Thank you for Fix the server because I think logging in has become easier these past few days. I hope you can get rid of those annoying bots.",5,10
Arya Sahara,9/25/2025 16:48,Hmmm better,5,0
surya tanto,9/25/2025 16:30,can't loginn,1,0
Cornelius Adrian Putra (RIAN),9/25/2025 16:23,Plisss make it can play in China,5,0
Lukman Hakim,9/25/2025 16:12,"Mungkin game terbagus yang pernah gua mainin tapi saran nih developer, kurangin lah bot gitu di ilangin secepatnya dan juga server di benerin saya yakin growtopia bisa lebih bagus dari itu.",5,40
Rusmin Nuryadin,9/25/2025 16:09,laptop saya ga support GT tiap buka gamenya langsung shutdown paksa atau mati saya laptop padahal prosessor u7 155h game berat libas semua tpi game 2 bit gini kalah :D,1,0
Makan Tidur,9/25/2025 16:09,ok,5,0
BAYAM LEMESS,9/25/2025 15:47,Game tolol lagi bu,1,0
lyy gege1,9/25/2025 14:04,ngebug si bg,1,0
Mar FELNF,9/25/2025 13:35,"UDAH GA SERU LAGI GT, SKRG SUSAH UNTUK LOGIN, EROR TERUS KLO MAU LOGIN",1,0
Alif Zioo,9/25/2025 12:36,game nya seru sekali aku kasih bintang 5.,1,0
Bima Arhabsakhiy,9/25/2025 12:00,mending tutup aja game nya kalau server aja gak bisa ngurus,1,0
adam fazri,9/25/2025 10:56,"akhhhhh whyya alwayss get a error connection. I'm crushing pepper for profit, Why does there always have to be a connection error? It's really annoying.",1,0
Bima Adhi,9/25/2025 10:29,"Susah masuk game nya, udah kebanyakan bot mod nya pada tidur",1,0
Deiven Vlerian tan,9/25/2025 10:22,jelek lama loading,1,0
Good Darcuy,9/25/2025 7:47,seru,5,0
Taufik Rahmat,9/25/2025 6:35,"Tolong perbaiki sistem login yang selalu stuck Jaringan, hanya game ini yang memerlukan jaringan elite dibandingkan game yang setara game ini",1,12
FAZLY GAMERS,9/25/2025 6:01,sering beber error conecting 🤮,1,0
Rayka Gayana,9/25/2025 5:25,"I haven't been able to play for 2 days because it's stuck on loading, please fix it Ubisoft",2,0
Rizky Cahyo28,9/25/2025 3:48,tpi server msi jelek,5,0
ancaa niraa,9/25/2025 2:56,"buat server mu tlol,gw gak bisa login udah 3 hari ini udah berbagai cara di coba tetep gak bisa,server sampah buyan buat bener""",1,0
MetalLee FF,9/25/2025 0:27,"game ini sangat seru,tapi sayang server nya jelek",5,0
Alexander Viko,9/24/2025 21:50,"Requests for customer service were not responded to. The ban error was irresponsible, and the account hasn't been returned for over 2 years (there's proof that I'm innocent). Login errors are constant, and bugs are everywhere. It truly deserves a rating of 1. As a game, it's supposed to relieve stress, but this one makes it even more stressful. stupid game",1,0
Bang Ke,9/24/2025 18:41,GAME KNTL,5,0
Ninik Handriani,9/24/2025 17:22,nostalgia 2017,5,0
Farizal Hanafi,9/24/2025 16:14,"kenapa akun saya Zexltranz kena ban padalah saya tidak melakukan kesalaha ,saya baru main. ni game karena bahasa inggris dan saya tidak terlalu mengerti bahasa nya saya pakai pihak ke tiga untuk terjemahkan ke bahasa indonesia",2,0
Ibnu Al-fajri,9/24/2025 15:27,"gabisa back akun old,system gaje bet ""login failed,please try again"" begitu trus blok",1,1
Faiq Zaidan,9/24/2025 14:28,game gak jelas tiba tiba gw ke ban,1,0
Dekha Wardhana,9/24/2025 13:59,semoga gk ada bot,5,3
fernanda Nanda,9/24/2025 13:40,"gamenya baguss bgt, - servernya aja busuk banyak bot",5,0
Dipa,9/24/2025 12:12,"I’ve been experiencing a recurring issue with Growtopia every month. For some reason, I always get a error connecting and can only log in for about 4 days each month. After that, the game becomes completely unplayable because I cannot log in at all. This problem has been happening consistently and it makes the game frustrating to play. Please fix this issue as soon as possible.",1,0
Bulbulsesumbulbul Bul,9/24/2025 11:58,apalah udh semangat mau coba pertama kali TPI bikin namanya susah banget gagal gagal terus heran,2,0
Abi Mantap,9/24/2025 11:35,"worst game i have ever played, worst developer in history, always bugs, and of course login issues that are very difficult to enter, i don't use any vpn, I was already in a bad mood before playing this trash game",1,0
Ekik,9/24/2025 11:13,game yang sangat menarik,5,0
Jibran Mudri firmansyah,9/24/2025 10:53,dk game ini kita bebas melakukan apapun,5,0
yohanes okky,9/24/2025 10:35,gem sampah,1,0
Pradipta Wicaksono,9/24/2025 10:11,bagus dan seru aku suka,5,0
Rahman Latip,9/24/2025 9:54,fix try login again,1,0
Fajri Nur Rohman,9/24/2025 7:36,Apalah kalo pake wifi ercon Mulu kalo pake data GK ercon,5,0
Tanpa Nama,9/24/2025 7:14,"apalahh woi, top up gems gak masuk, akun tiba tiba kena ban ngasal, game gaje banget",1,1
Febriyan Syhputra,9/24/2025 5:50,game mantap,5,0
