userName,at,content,score,thumbsUpCount
Alvaro Varo,9/25/2025 16:52,"dear ubisoft, thank you for fix the server because i think logging in has become easier these past few days. i hope you can get rid of those annoying bots.",5,10
Arya Sahara,9/25/2025 16:48,hmmm better,5,0
surya tanto,9/25/2025 16:30,can't loginn,1,0
Cornelius Adrian Putra (RIAN),9/25/2025 16:23,plisss make it can play in china,5,0
Lukman Hakim,9/25/2025 16:12,"mungkin game terbagus yang pernah gua mainin tapi saran nih developer, kurangin lah bot gitu di ilangin secepatnya dan juga server di benerin saya yakin growtopia bisa lebih bagus dari itu.",5,40
Rusmin Nuryadin,9/25/2025 16:09,laptop saya ga support gt tiap buka gamenya langsung shutdown paksa atau mati saya laptop padahal prosessor u7 155h game berat libas semua tpi game 2 bit gini kalah :d,1,0
Makan Tidur,9/25/2025 16:09,ok,5,0
BAYAM LEMESS,9/25/2025 15:47,game tolol lagi bu,1,0
lyy gege1,9/25/2025 14:04,ngebug si bg,1,0
Mar FELNF,9/25/2025 13:35,"udah ga seru lagi gt, skrg susah untuk login, eror terus klo mau login",1,0
Alif Zioo,9/25/2025 12:36,game nya seru sekali aku kasih bintang 5.,1,0
Bima Arhabsakhiy,9/25/2025 12:00,mending tutup aja game nya kalau server aja gak bisa ngurus,1,0
adam fazri,9/25/2025 10:56,"akhhhhh whyya alwayss get a error connection. i'm crushing pepper for profit, why does there always have to be a connection error? it's really annoying.",1,0
Bima Adhi,9/25/2025 10:29,"susah masuk game nya, udah kebanyakan bot mod nya pada tidur",1,0
Deiven Vlerian tan,9/25/2025 10:22,jelek lama loading,1,0
Good Darcuy,9/25/2025 7:47,seru,5,0
Taufik Rahmat,9/25/2025 6:35,"tolong perbaiki sistem login yang selalu stuck jaringan, hanya game ini yang memerlukan jaringan elite dibandingkan game yang setara game ini",1,12
FAZLY GAMERS,9/25/2025 6:01,sering beber error conecting 🤮,1,0
Rayka Gayana,9/25/2025 5:25,"i haven't been able to play for 2 days because it's stuck on loading, please fix it ubisoft",2,0
Rizky Cahyo28,9/25/2025 3:48,tpi server msi jelek,5,0
ancaa niraa,9/25/2025 2:56,"buat server mu tlol,gw gak bisa login udah 3 hari ini udah berbagai cara di coba tetep gak bisa,server sampah buyan buat bener""",1,0
MetalLee FF,9/25/2025 0:27,"game ini sangat seru,tapi sayang server nya jelek",5,0
Alexander Viko,9/24/2025 21:50,"requests for customer service were not responded to. the ban error was irresponsible, and the account hasn't been returned for over 2 years (there's proof that i'm innocent). login errors are constant, and bugs are everywhere. it truly deserves a rating of 1. as a game, it's supposed to relieve stress, but this one makes it even more stressful. stupid game",1,0
Bang Ke,9/24/2025 18:41,game kntl,5,0
Ninik Handriani,9/24/2025 17:22,nostalgia 2017,5,0
Farizal Hanafi,9/24/2025 16:14,"kenapa akun saya zexltranz kena ban padalah saya tidak melakukan kesalaha ,saya baru main. ni game karena bahasa inggris dan saya tidak terlalu mengerti bahasa nya saya pakai pihak ke tiga untuk terjemahkan ke bahasa indonesia",2,0
Ibnu Al-fajri,9/24/2025 15:27,"gabisa back akun old,system gaje bet ""login failed,please try again"" begitu trus blok",1,1
Faiq Zaidan,9/24/2025 14:28,game gak jelas tiba tiba gw ke ban,1,0
Dekha Wardhana,9/24/2025 13:59,semoga gk ada bot,5,3
fernanda Nanda,9/24/2025 13:40,"gamenya baguss bgt, - servernya aja busuk banyak bot",5,0
Dipa,9/24/2025 12:12,"i’ve been experiencing a recurring issue with growtopia every month. for some reason, i always get a error connecting and can only log in for about 4 days each month. after that, the game becomes completely unplayable because i cannot log in at all. this problem has been happening consistently and it makes the game frustrating to play. please fix this issue as soon as possible.",1,0
Bulbulsesumbulbul Bul,9/24/2025 11:58,apalah udh semangat mau coba pertama kali tpi bikin namanya susah banget gagal gagal terus heran,2,0
Abi Mantap,9/24/2025 11:35,"worst game i have ever played, worst developer in history, always bugs, and of course login issues that are very difficult to enter, i don't use any vpn, i was already in a bad mood before playing this trash game",1,0
Ekik,9/24/2025 11:13,game yang sangat menarik,5,0
Jibran Mudri firmansyah,9/24/2025 10:53,dk game ini kita bebas melakukan apapun,5,0
yohanes okky,9/24/2025 10:35,gem sampah,1,0
Pradipta Wicaksono,9/24/2025 10:11,bagus dan seru aku suka,5,0
Rahman Latip,9/24/2025 9:54,fix try login again,1,0
Fajri Nur Rohman,9/24/2025 7:36,apalah kalo pake wifi ercon mulu kalo pake data gk ercon,5,0
Tanpa Nama,9/24/2025 7:14,"apalahh woi, top up gems gak masuk, akun tiba tiba kena ban ngasal, game gaje banget",1,1
Febriyan Syhputra,9/24/2025 5:50,game mantap,5,0
